,Close,Log_Returns,Realized_Volatility,HL_Spread,OC_Spread,Log_Volume
2023-12-10 01:50:27.900680,25656.93683666902,-0.017051198366881737,0.026805109780248495,0.022424235755983433,-0.006504264194484453,21.82538030964272
2023-12-11 01:50:27.900680,27150.14324879152,0.056568345535268204,0.029121614452798605,0.051170534763325656,-0.01717312038494422,20.925965272532768
2023-12-12 01:50:27.900680,27166.304652700943,0.0005950832578618746,0.028776759292326565,0.027250318871632664,-0.009217137924514788,21.809934725824316
2023-12-13 01:50:27.900680,26344.145758586837,-0.030731327868676796,0.027477966724144504,0.05250148968652458,0.011533898809490078,22.27262301437299
2023-12-14 01:50:27.900680,27029.32601612415,0.025676347363095518,0.028118620625586652,0.03600763897624133,0.019111058050382157,21.075029752905735
2023-12-15 01:50:27.900680,26083.34833296551,-0.03562530949913071,0.028636363418492877,0.06502196052178502,0.009600735832348066,22.123897652124285
2023-12-16 01:50:27.900680,26273.55772351175,0.007265907850142883,0.02682514591073993,0.03373152875810067,-0.0037887083261034056,21.693546226263297
2023-12-17 01:50:27.900680,24798.24587819623,-0.05779010371639332,0.027574558516917404,0.07327214558596726,0.018270799827412854,22.009931794390933
2023-12-18 01:50:27.900680,23853.413683711715,-0.03884558146695286,0.02803822891906429,0.05482448035200726,0.0001453712416767883,21.436679455334094
2023-12-19 01:50:27.900680,24018.711575545705,0.006905837076073651,0.02772856209859734,0.030516002035932188,-0.003858766200190418,21.216722927916393
2023-12-20 01:50:27.900680,24581.329047589243,0.023153997399862413,0.028469753083367865,0.014972390725289879,0.00667449791955736,21.21908977079935
2023-12-21 01:50:27.900680,24732.74864154764,0.006141048435699305,0.028638022604970267,0.047355581206542735,-0.010720317555678201,20.97166206531055
2023-12-22 01:50:27.900680,24671.74774350187,-0.0024694484716473496,0.028463609126668888,0.050967953672844596,0.01598765269458266,21.278636524669032
2023-12-23 01:50:27.900680,24474.350775956904,-0.008033110867678597,0.027126939062292642,0.03779152730769917,0.017288294455868557,22.019875489350046
2023-12-24 01:50:27.900680,23435.922676872626,-0.043355659711022926,0.026767096759130925,0.08677657099263358,-0.00904499163252425,22.23327282961961
2023-12-25 01:50:27.900680,22958.188634049995,-0.0205953262518413,0.026823466183033072,0.04315783621457476,0.00018037988278622855,22.17171370780002
2023-12-26 01:50:27.900680,22665.76220440915,-0.012819163128793422,0.02655949246260897,0.0818693823329764,-0.007479727910589939,22.042495085248543
2023-12-27 01:50:27.900680,23419.50400670737,0.032713666786567286,0.027405119780607577,0.08206154732143497,0.0026137201798607313,21.08910785284449
2023-12-28 01:50:27.900680,23685.847750186087,0.01130854868705382,0.02738889621236095,0.04844662060425717,0.010247872253116162,21.49186819678281
2023-12-29 01:50:27.900680,22488.105472873835,-0.05189120466088209,0.02791321334878031,0.00879159914103938,-0.012603223987583971,21.52939677828457
2023-12-30 01:50:27.900680,22730.53200176974,0.010722519081843792,0.02637911553931579,0.028183805658619044,-0.011834892963591444,21.416326907094202
2023-12-31 01:50:27.900680,22491.929915427303,-0.010552468412489387,0.026379702388428752,0.04779990542685443,-0.00772767677831127,21.841688151523492
2024-01-01 01:50:27.900680,22061.82886332348,-0.019307660009178867,0.02636860899338574,0.02602891050084757,0.009198027119080377,21.86819388510104
2024-01-02 01:50:27.900680,22492.888736607987,0.019350288665225975,0.026101918748171235,0.07764823201742191,-0.0035962470041470923,21.61014584310914
2024-01-03 01:50:27.900680,23222.67538856306,0.03192998567487852,0.02698410603754578,0.03091240244639312,0.005592142272313942,21.605029981552516
2024-01-04 01:50:27.900680,23904.52071609625,0.028938403573486034,0.027652137417966065,0.04415939033643635,0.016608037882863882,22.18518293495793
2024-01-05 01:50:27.900680,23333.522643822896,-0.024176525696679253,0.0273643163339653,0.07538995110302629,-0.016418476886759296,22.148100726648117
2024-01-06 01:50:27.900680,23141.20270068124,-0.008276371275536284,0.02719578556329038,0.07060957344258467,0.014741406937389718,21.525797921913217
2024-01-07 01:50:27.900680,23395.70827103113,0.010937902942106939,0.027242799870474427,0.03106855246656563,-0.017690890169761428,22.26124078182219
2024-01-08 01:50:27.900680,24114.63583283449,0.030266353813670887,0.027933065934833835,0.021296942931884236,0.0021644437804377954,22.29422485536545
2024-01-09 01:50:27.900680,23794.244530899658,-0.01337522713535867,0.027875649586128714,0.05002449390660957,0.012755332210244478,21.55920088546065
2024-01-10 01:50:27.900680,23685.7583898372,-0.004569769299914329,0.02554483085530986,0.04788320513646843,-0.0016732334923935425,21.606082427656364
2024-01-11 01:50:27.900680,22935.4536227937,-0.03219004922018109,0.026014098591878518,0.04027114520328962,-0.014698562724596197,21.829362254420488
2024-01-12 01:50:27.900680,22149.118697080623,-0.03488619872242003,0.026162905114018677,0.046469913445888286,-0.009203504148167382,22.28445492140049
2024-01-13 01:50:27.900680,22718.361687524197,0.025375774671826126,0.026150497484163256,0.07457332359880735,-0.012113899872458792,22.22851537617729
2024-01-14 01:50:27.900680,23685.444024740424,0.04168720085712471,0.026907605258053892,0.07051625579652114,-0.0063112498087175535,21.067048325117295
2024-01-15 01:50:27.900680,23657.977655393763,-0.0011603036474101768,0.02683832223343368,0.03595382371669674,-0.007632361609933424,21.667530805265873
2024-01-16 01:50:27.900680,24405.447524362145,0.031105986936760754,0.025511659570701433,0.04123673834598134,-0.013775413483139692,21.890621780271477
2024-01-17 01:50:27.900680,24696.349700979,0.011849080751429127,0.024547080922086486,0.059319000821285946,0.010114559558989128,21.826046058106044
2024-01-18 01:50:27.900680,24247.217164343896,-0.01835359263815379,0.02477526081451217,0.04317545242006804,0.00042318046022451106,21.297321028965317
2024-01-19 01:50:27.900680,24536.056335758007,0.011841868165252362,0.024500239550535003,0.041207988481207845,0.011277383448270187,22.212853673143286
2024-01-20 01:50:27.900680,25720.409477973983,0.047141096993979115,0.025958299620480556,0.052358082909271686,-0.01913348870691662,22.033694602616983
